"SiteId","SiteName","SiteUrl","PageCount","MaxDepth","ErrorPages","EmbedCount","PagesWithEmbeds","ExternalDomainCount","PermissionRows","PublicPermissionRows","DomainPermissionRows","GroupPermissionRows","UserPermissionRows","ExternalPrincipalRows","StructurePoints","EmbedPoints","SecurityPoints","TotalScore","Rating","Recommendation"
"1OhC2mHGojaP0wwtdg67Sibtzf4SVgeAc","PTPK Leadership Team — Converted from Classic Sites","https://sites.google.com/d/1OhC2mHGojaP0wwtdg67Sibtzf4SVgeAc/edit","1","0","0","1","1","4","2","0","0","0","2","2","1","11","4","16","Low","Direct migration candidate"
"1vSYkmQU79l9T0t2kBSlL-dQKgkcowr87","Preclinical &amp; Translational PKPD — Converted from Classic Sites","https://sites.google.com/d/1vSYkmQU79l9T0t2kBSlL-dQKgkcowr87/edit","1","0","0","1","1","4","2","0","0","0","2","2","1","11","4","16","Low","Direct migration candidate"
"1nJ8m87hCTZpH-3Ke1dZb8ACv0YXoyKEV","PTPK-OPHTHA — Converted from Classic Sites","https://sites.google.com/d/1nJ8m87hCTZpH-3Ke1dZb8ACv0YXoyKEV/edit","1","0","0","1","1","4","1","0","0","0","1","1","1","11","2","14","Low","Direct migration candidate"
"1lmLmXD42lzV-yQZg-OOlTWjGmExiqObW","OMNI-BD Leadership Team — Converted from Classic Sites","https://sites.google.com/d/1lmLmXD42lzV-yQZg-OOlTWjGmExiqObW/edit","1","0","0","1","1","4","1","0","0","0","1","1","1","11","2","14","Low","Direct migration candidate"
"1LsPnyjK51kaQSSBYhhmzgshAl1UV6xDY","PCV Working Group Team Site — Converted from Classic Sites","https://sites.google.com/d/1LsPnyjK51kaQSSBYhhmzgshAl1UV6xDY/edit","1","0","0","1","1","4","2","0","0","2","2","2","1","11","4","16","Low","Direct migration candidate"
"12IctZRARYpH7GvjobRUEe_IFwCCXjmH1","ptpk — Converted from Classic Sites","https://sites.google.com/d/12IctZRARYpH7GvjobRUEe_IFwCCXjmH1/edit","1","0","0","1","1","4","1","0","0","0","1","1","1","11","2","14","Low","Direct migration candidate"
"1K_9eX4zQEeePnkQHT7Vj4jnvYHqJ4LG_","omnibd — Converted from Classic Sites","https://sites.google.com/d/1K_9eX4zQEeePnkQHT7Vj4jnvYHqJ4LG_/edit","1","0","0","1","1","4","1","0","0","0","1","1","1","11","2","14","Low","Direct migration candidate"
"11QkSls--Fy-jKX_UdkW5m4JRqu_y5EHP","Copy of Roche Template Light","https://sites.google.com/d/11QkSls--Fy-jKX_UdkW5m4JRqu_y5EHP/edit","1","0","0","1","1","4","2","0","0","0","2","1","1","11","2","14","Low","Direct migration candidate"
"1LScAdpaDzaakzXbw_mTPx0BFuRLGkzVb","Copy of Project Template","https://sites.google.com/d/1LScAdpaDzaakzXbw_mTPx0BFuRLGkzVb/edit","1","0","0","1","1","4","2","0","0","0","2","1","1","11","2","14","Low","Direct migration candidate"
"1HW1O6Uqs8JVK18TQq7BP0WuzuwMWxdHY","Copy of Team Template","https://sites.google.com/d/1HW1O6Uqs8JVK18TQq7BP0WuzuwMWxdHY/edit","1","0","0","1","1","4","2","0","0","0","2","1","1","11","2","14","Low","Direct migration candidate"
"1uPSC1sXWr_R_W6x2rnAdV7G9LoOjx8B6","omnibd — Converted from Classic Sites","https://sites.google.com/d/1uPSC1sXWr_R_W6x2rnAdV7G9LoOjx8B6/edit","1","0","0","1","1","4","1","0","0","0","1","1","1","11","2","14","Low","Direct migration candidate"
"1F71acglBlARqwhTqOUzKk5xkahQI9c0D","Project","https://sites.google.com/d/1F71acglBlARqwhTqOUzKk5xkahQI9c0D/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1GazEUh5OAcscSiG6eAQ65uE_E049guiD","Event","https://sites.google.com/d/1GazEUh5OAcscSiG6eAQ65uE_E049guiD/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1KErQu8Q-kNDgyz-wXNwtnUK5Yx1gRBf3","Project","https://sites.google.com/d/1KErQu8Q-kNDgyz-wXNwtnUK5Yx1gRBf3/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1I2FdtznNfQNl4jcoL2PTHeaDzY4K0HcE","Event","https://sites.google.com/d/1I2FdtznNfQNl4jcoL2PTHeaDzY4K0HcE/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1sDInVdL0X7GP-4kmxjDV54klhZF9-Q4b","Event","https://sites.google.com/d/1sDInVdL0X7GP-4kmxjDV54klhZF9-Q4b/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1VmUuNxhW2C0VtrV85WB5TN41UUn6q7_p","Portfolio test page","https://sites.google.com/d/1VmUuNxhW2C0VtrV85WB5TN41UUn6q7_p/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1eW5eJCiAcw9NYmKVylIpxt3fiyTJZO-V","Event","https://sites.google.com/d/1eW5eJCiAcw9NYmKVylIpxt3fiyTJZO-V/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1cW8kW_fYsCTFRD6Csl6JYVQQmkvNeQgq","Event","https://sites.google.com/d/1cW8kW_fYsCTFRD6Csl6JYVQQmkvNeQgq/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1t2583gCgo8VhHzx-UP441yDk5MtjZR93","Event","https://sites.google.com/d/1t2583gCgo8VhHzx-UP441yDk5MtjZR93/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"1zqXiIrE6UpGwtcu7jtNSl8HysvyCJBuX","Project","https://sites.google.com/d/1zqXiIrE6UpGwtcu7jtNSl8HysvyCJBuX/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
"15g9Xo4QB1C-2jCENJPgjFP_f_UE5MWKi","Roche Template","https://sites.google.com/d/15g9Xo4QB1C-2jCENJPgjFP_f_UE5MWKi/edit","1","0","0","1","1","4","1","0","0","0","1","0","1","11","0","12","Low","Direct migration candidate"
"1jtEtaOYAjz5pERogaHYJcFWbRSXG6rTu","Copy of Redesign: DnA - January 15,  Latest","https://sites.google.com/d/1jtEtaOYAjz5pERogaHYJcFWbRSXG6rTu/edit","1","0","0","1","1","4","1","0","0","0","1","0","1","11","0","12","Low","Direct migration candidate"
"1KZcX9kRk8k6L31oYhz_2B34xd3CS7yYV","AutoIT User Site — Converted from Classic Sites","https://sites.google.com/d/1KZcX9kRk8k6L31oYhz_2B34xd3CS7yYV/edit","1","0","0","1","1","4","6","0","1","0","6","6","1","11","10","22","Low","Direct migration candidate"
"1sg_D-IzmZk42HNWF79usUMssQ33MkSa7","BIV Medienwand","https://sites.google.com/d/1sg_D-IzmZk42HNWF79usUMssQ33MkSa7/edit","1","0","0","1","1","4","10","0","1","0","9","0","1","11","1","13","Low","Direct migration candidate"
"1rZxLY_SMDmREBM8eNe1fdkYTORqMbxKs","Ticket Health Cycle","https://sites.google.com/d/1rZxLY_SMDmREBM8eNe1fdkYTORqMbxKs/edit","1","0","0","1","1","4","7","0","0","1","6","0","1","11","0","12","Low","Direct migration candidate"
"1jmeNdv2bthr7BkXmupWOUcieKRS3bvMj","IS CAB","https://sites.google.com/d/1jmeNdv2bthr7BkXmupWOUcieKRS3bvMj/edit","1","0","0","1","1","4","1","0","0","0","1","0","1","11","0","12","Low","Direct migration candidate"
"1drMvWWO8KyMz6S5QPmFhwVp8lZAs-Gdb","GoodTicket Practices — Converted from Classic Sites","https://sites.google.com/d/1drMvWWO8KyMz6S5QPmFhwVp8lZAs-Gdb/edit","1","0","0","1","1","4","4","0","0","0","4","0","1","11","0","12","Low","Direct migration candidate"
"1DBWX_V-PUbs2xsbEJWnnmN5-GeFxdzo-","RDCI US Finance Reporting","https://sites.google.com/d/1DBWX_V-PUbs2xsbEJWnnmN5-GeFxdzo-/edit","1","0","0","1","1","4","5","0","1","0","4","0","1","11","1","13","Low","Direct migration candidate"
"1vFvTBNNBzj6MTpHQGrAeRjyAQhXgS040","Google Site test","https://sites.google.com/d/1vFvTBNNBzj6MTpHQGrAeRjyAQhXgS040/edit","1","0","0","1","1","4","2","0","1","0","1","0","1","11","1","13","Low","Direct migration candidate"
